configure: size variance = 0.800000,1.200000
configure: width variance = 0.800000,1.600000
configure: angle variance = 0.000000,360.000000
tree: Dream Palm 1_LOD2.bin; pos=4995.32, 5.18, -4258.35; angle = 0; size = 1.0
tree: Dream Tree 1_LOD2.bin; pos=1154.720, 8.170, 2731.240; angle = 0; size = 0.990
tree: Dream Tree 1_LOD2.bin; pos=1144.040, 6.660, 2731.740; angle = 32; size = 1.230
tree: Dream Tree 1_LOD2.bin; pos=1133.750, 7.410, 2731.840; angle = 12; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=1202.460, 6.660, 2721.660; angle = 7; size = 0.710
tree: Dream Tree 1_LOD2.bin; pos=1202.300, 6.660, 2713.380; angle = 0; size = 0.920
tree: Dream Tree 1_LOD2.bin; pos=1199.890, 6.660, 2704.180; angle = 16; size = 1.300
tree: Dream Tree 1_LOD2.bin; pos=1193.620, 7.660, 2716.080; angle = 0; size = 0.970
tree: Dream Tree 1_LOD2.bin; pos=1123.390, 8.420, 2731.970; angle = 25; size = 0.770
tree: Dream Tree 1_LOD2.bin; pos=1197.630, 5.400, 2695.270; angle = 0; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=1190.960, 5.900, 2700.450; angle = 0; size = 0.920
tree: Dream Tree 1_LOD2.bin; pos=1192.010, 5.400, 2708.590; angle = 0; size = 0.820
tree: Dream Tree 1_LOD2.bin; pos=1192.000, 6.660, 2675.670; angle = 21; size = 0.770
tree: Dream Tree 1_LOD2.bin; pos=1189.670, 6.660, 2666.340; angle = 0; size = 1.020
tree: Dream Tree 1_LOD2.bin; pos=1185.370, 5.650, 2659.710; angle = 0; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=1186.110, 5.960, 2652.470; angle = 0; size = 1.290
tree: Dream Tree 1_LOD2.bin; pos=1185.010, 6.580, 2645.840; angle = 0; size = 1.130
tree: Dream Tree 1_LOD2.bin; pos=1182.310, 5.650, 2639.590; angle = 29; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=1180.990, 6.150, 2632.220; angle = 12; size = 1.070
tree: Dream Tree 1_LOD2.bin; pos=1176.750, 7.660, 2625.340; angle = 12; size = 0.900
tree: Dream Tree 1_LOD2.bin; pos=1175.490, 6.660, 2616.430; angle = 30; size = 0.950
tree: Dream Tree 1_LOD2.bin; pos=1172.520, 7.910, 2608.150; angle = 0; size = 1.040
tree: Dream Tree 1_LOD2.bin; pos=1171.510, 6.660, 2599.420; angle = 28; size = 1.000
tree: Dream Tree 1_LOD2.bin; pos=1168.280, 7.160, 2591.310; angle = 43; size = 0.750
tree: Dream Tree 1_LOD2.bin; pos=1168.280, 7.660, 2582.200; angle = 35; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=1164.840, 7.660, 2574.640; angle = 0; size = 1.020
tree: Dream Tree 1_LOD2.bin; pos=1164.840, 6.660, 2566.310; angle = 0; size = 0.770
tree: Dream Tree 1_LOD2.bin; pos=1161.500, 7.160, 2558.750; angle = 0; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=1161.840, 6.660, 2550.310; angle = 0; size = 1.260
tree: Dream Tree 1_LOD2.bin; pos=1153.840, 6.150, 2549.640; angle = 0; size = 1.000
tree: Dream Tree 1_LOD2.bin; pos=1145.170, 7.660, 2551.640; angle = 0; size = 1.280
tree: Dream Tree 1_LOD2.bin; pos=1142.740, 6.150, 2561.040; angle = 17; size = 0.970
tree: Dream Tree 1_LOD2.bin; pos=1140.510, 6.150, 2569.730; angle = 0; size = 1.090
tree: Dream Tree 1_LOD2.bin; pos=1164.960, 5.400, 2721.600; angle = 0; size = 1.010
tree: Dream Tree 1_LOD2.bin; pos=1162.820, 5.650, 2714.810; angle = 28; size = 1.110
tree: Dream Tree 1_LOD2.bin; pos=1137.170, 6.660, 2627.990; angle = 15; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=1139.010, 5.650, 2616.780; angle = 0; size = 1.060
tree: Dream Tree 1_LOD2.bin; pos=1216.040, 6.660, 2763.380; angle = 20; size = 0.700
tree: Dream Tree 1_LOD2.bin; pos=1204.950, 8.170, 2759.310; angle = 18; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=1194.690, 6.660, 2759.350; angle = 0; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=1183.330, 7.410, 2758.550; angle = 4; size = 1.180
tree: Dream Tree 1_LOD2.bin; pos=1172.640, 6.660, 2758.550; angle = 10; size = 1.100
tree: Dream Tree 1_LOD2.bin; pos=1162.650, 8.170, 2758.550; angle = 20; size = 0.860
tree: Dream Tree 1_LOD2.bin; pos=1151.610, 6.660, 2758.550; angle = 33; size = 1.190
tree: Dream Tree 1_LOD2.bin; pos=1141.510, 7.660, 2758.460; angle = 21; size = 0.910
tree: Dream Tree 1_LOD2.bin; pos=1131.220, 6.660, 2758.460; angle = 0; size = 1.210
tree: Dream Tree 1_LOD2.bin; pos=1120.820, 7.910, 2762.690; angle = 0; size = 1.110
tree: Dream Tree 1_LOD2.bin; pos=1218.870, 5.400, 2770.620; angle = 0; size = 0.860
tree: Dream Tree 1_LOD2.bin; pos=1221.540, 4.140, 2776.150; angle = 0; size = 1.000
tree: Dream Tree 1_LOD2.bin; pos=1220.210, 6.150, 2782.890; angle = 0; size = 1.190
tree: Dream Tree 1_LOD2.bin; pos=1224.390, 5.400, 2788.700; angle = 0; size = 1.220
tree: Dream Tree 1_LOD2.bin; pos=1224.710, 5.650, 2796.310; angle = 0; size = 0.870
tree: Dream Tree 1_LOD2.bin; pos=1228.650, 5.400, 2802.960; angle = 35; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 5.680, 2733.760; angle = 6; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1362.390, 6.430, 2733.770; angle = 0; size = 1.100
tree: Dream Tree 1_LOD2.bin; pos=1354.420, 6.940, 2733.770; angle = 14; size = 1.010
tree: Dream Tree 1_LOD2.bin; pos=1346.440, 6.680, 2733.760; angle = 0; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=1400.990, 5.430, 2733.770; angle = 27; size = 1.090
tree: Dream Tree 1_LOD2.bin; pos=1408.970, 5.680, 2733.760; angle = 0; size = 1.110
tree: Dream Tree 1_LOD2.bin; pos=1416.940, 5.430, 2733.770; angle = 23; size = 1.110
tree: Dream Tree 1_LOD2.bin; pos=1424.920, 5.930, 2733.770; angle = 0; size = 1.160
tree: Dream Tree 1_LOD2.bin; pos=1432.900, 5.680, 2733.770; angle = 14; size = 0.880
tree: Dream Tree 1_LOD2.bin; pos=1440.870, 5.680, 2733.760; angle = 7; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1448.850, 5.930, 2733.770; angle = 11; size = 0.910
tree: Dream Tree 1_LOD2.bin; pos=1456.820, 5.430, 2733.770; angle = 36; size = 1.090
tree: Dream Tree 1_LOD2.bin; pos=1464.800, 5.680, 2733.760; angle = 0; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1472.780, 5.680, 2733.770; angle = 22; size = 1.230
tree: Dream Tree 1_LOD2.bin; pos=1480.750, 5.930, 2733.770; angle = 0; size = 1.000
tree: Dream Tree 1_LOD2.bin; pos=1488.730, 5.430, 2733.770; angle = 4; size = 0.800
tree: Dream Tree 1_LOD2.bin; pos=1496.710, 5.680, 2733.760; angle = 14; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=1504.680, 5.930, 2733.770; angle = 0; size = 0.860
tree: Dream Tree 1_LOD2.bin; pos=1512.660, 5.680, 2733.770; angle = 36; size = 0.900
tree: Dream Tree 1_LOD2.bin; pos=1533.560, 5.430, 2733.770; angle = 13; size = 0.980
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2724.620; angle = 34; size = 0.860
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2715.470; angle = 0; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2706.330; angle = 3; size = 1.060
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2697.180; angle = 0; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2688.040; angle = 40; size = 1.200
tree: Dream Tree 1_LOD2.bin; pos=1485.510, 3.130, 2603.620; angle = 14; size = 1.230
tree: Dream Tree 1_LOD2.bin; pos=1494.650, 3.130, 2603.630; angle = 0; size = 0.850
tree: Dream Tree 1_LOD2.bin; pos=1337.830, 4.140, 2560.840; angle = 0; size = 1.100
tree: Dream Tree 1_LOD2.bin; pos=1337.830, 4.570, 2553.950; angle = 30; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=1342.420, 3.200, 2547.910; angle = 0; size = 0.870
tree: Dream Tree 1_LOD2.bin; pos=1337.480, 3.080, 2547.910; angle = 38; size = 0.950
tree: Dream Tree 1_LOD2.bin; pos=1332.530, 3.260, 2547.900; angle = 43; size = 0.960
tree: Dream Tree 1_LOD2.bin; pos=1347.630, 3.340, 2547.910; angle = 0; size = 0.850
tree: Dream Tree 1_LOD2.bin; pos=1352.750, 3.080, 2547.910; angle = 0; size = 0.760
tree: Dream Tree 1_LOD2.bin; pos=1363.040, 3.080, 2547.910; angle = 9; size = 0.760
tree: Dream Tree 1_LOD2.bin; pos=1358.090, 3.260, 2547.910; angle = 23; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=1278.090, 3.080, 2547.910; angle = 38; size = 1.080
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2678.880; angle = 13; size = 1.190
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2669.730; angle = 0; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2660.600; angle = 0; size = 0.870
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2651.450; angle = 0; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2642.290; angle = 32; size = 1.280
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2633.150; angle = 3; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 3.130, 2624.020; angle = 9; size = 0.940
tree: Dream Tree 1_LOD2.bin; pos=1376.030, 3.130, 2614.310; angle = 0; size = 1.000
tree: Dream Tree 1_LOD2.bin; pos=1384.480, 3.130, 2606.890; angle = 26; size = 0.770
tree: Dream Tree 1_LOD2.bin; pos=1394.050, 3.130, 2603.620; angle = 0; size = 0.720
tree: Dream Tree 1_LOD2.bin; pos=1403.200, 3.130, 2603.620; angle = 8; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=1412.340, 3.130, 2603.620; angle = 3; size = 0.910
tree: Dream Tree 1_LOD2.bin; pos=1421.490, 3.130, 2603.620; angle = 0; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=1430.630, 3.130, 2603.620; angle = 38; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=1439.780, 3.130, 2603.620; angle = 0; size = 1.190
tree: Dream Tree 1_LOD2.bin; pos=1448.930, 3.130, 2603.620; angle = 6; size = 1.050
tree: Dream Tree 1_LOD2.bin; pos=1458.070, 3.130, 2603.620; angle = 26; size = 0.830
tree: Dream Tree 1_LOD2.bin; pos=1467.230, 3.130, 2603.620; angle = 12; size = 0.990
tree: Dream Tree 1_LOD2.bin; pos=1476.380, 3.130, 2603.620; angle = 0; size = 1.230
tree: Dream Tree 1_LOD2.bin; pos=1354.420, 3.090, 2760.240; angle = 0; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1362.390, 5.680, 2760.240; angle = 8; size = 1.180
tree: Dream Tree 1_LOD2.bin; pos=1370.370, 5.930, 2760.240; angle = 0; size = 1.180
tree: Dream Tree 1_LOD2.bin; pos=1378.340, 5.430, 2760.240; angle = 0; size = 0.720
tree: Dream Tree 1_LOD2.bin; pos=1386.320, 5.680, 2760.240; angle = 0; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1394.300, 5.930, 2760.240; angle = 0; size = 0.790
tree: Dream Tree 1_LOD2.bin; pos=1402.270, 5.680, 2760.240; angle = 17; size = 1.250
tree: Dream Tree 1_LOD2.bin; pos=1410.250, 5.430, 2760.240; angle = 0; size = 0.920
tree: Dream Tree 1_LOD2.bin; pos=1418.230, 5.930, 2760.240; angle = 0; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1426.200, 5.430, 2760.240; angle = 0; size = 0.730
tree: Dream Tree 1_LOD2.bin; pos=1434.180, 5.680, 2760.240; angle = 2; size = 1.160
tree: Dream Tree 1_LOD2.bin; pos=1442.150, 5.680, 2760.240; angle = 0; size = 1.040
tree: Dream Tree 1_LOD2.bin; pos=1355.530, 5.650, 2784.780; angle = 0; size = 0.990
tree: Dream Tree 1_LOD2.bin; pos=1361.460, 6.400, 2778.100; angle = 2; size = 0.880
tree: Dream Tree 1_LOD2.bin; pos=1372.070, 6.400, 2775.860; angle = 18; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1387.890, 6.400, 2775.860; angle = 0; size = 0.900
tree: Dream Tree 1_LOD2.bin; pos=1371.370, 4.890, 2767.210; angle = 0; size = 1.090
tree: Dream Tree 1_LOD2.bin; pos=1381.980, 4.890, 2767.210; angle = 0; size = 0.820
tree: Dream Tree 1_LOD2.bin; pos=1391.850, 5.400, 2767.210; angle = 37; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1402.370, 5.150, 2767.210; angle = 11; size = 0.920
tree: Dream Tree 1_LOD2.bin; pos=1412.060, 5.400, 2767.210; angle = 32; size = 1.200
tree: Dream Tree 1_LOD2.bin; pos=1421.750, 4.890, 2767.210; angle = 0; size = 0.830
tree: Dream Tree 1_LOD2.bin; pos=1328.990, 5.180, 2781.900; angle = 30; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1331.450, 5.030, 2790.760; angle = 20; size = 0.930
tree: Dream Tree 1_LOD2.bin; pos=1273.150, 3.260, 2547.900; angle = 18; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1222.550, 6.150, 2833.980; angle = 38; size = 1.140
tree: Dream Tree 1_LOD2.bin; pos=1236.260, 6.150, 2831.300; angle = 0; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=1229.240, 4.640, 2830.810; angle = 30; size = 0.700
tree: Dream Tree 1_LOD2.bin; pos=1216.370, 5.150, 2837.090; angle = 0; size = 1.020
tree: Dream Tree 1_LOD2.bin; pos=1236.890, 5.650, 2839.130; angle = 0; size = 0.730
tree: Dream Tree 1_LOD2.bin; pos=1240.330, 4.640, 2844.810; angle = 9; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1239.890, 5.650, 2851.640; angle = 22; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1243.510, 5.150, 2857.470; angle = 0; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=1246.910, 5.650, 2877.720; angle = 3; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1249.860, 4.640, 2888.220; angle = 29; size = 1.200
tree: Dream Tree 1_LOD2.bin; pos=1263.970, 2.990, 2924.450; angle = 33; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1250.990, 5.650, 2883.060; angle = 0; size = 0.880
tree: Dream Tree 1_LOD2.bin; pos=1264.800, 4.000, 2929.540; angle = 0; size = 0.900
tree: Dream Tree 1_LOD2.bin; pos=1268.290, 4.000, 2934.890; angle = 1; size = 1.030
tree: Dream Tree 1_LOD2.bin; pos=1267.240, 2.990, 2940.540; angle = 5; size = 1.280
tree: Dream Tree 1_LOD2.bin; pos=1270.420, 2.990, 2945.540; angle = 0; size = 1.200
tree: Dream Tree 1_LOD2.bin; pos=1549.520, 5.960, 2733.770; angle = 32; size = 0.840
tree: Dream Tree 1_LOD2.bin; pos=1367.960, 4.100, 2880.970; angle = 39; size = 0.730
tree: Dream Tree 1_LOD2.bin; pos=1363.530, 2.860, 2897.710; angle = 23; size = 1.160
tree: Dream Tree 1_LOD2.bin; pos=1366.070, 2.710, 2906.730; angle = 0; size = 1.190
tree: Dream Tree 1_LOD2.bin; pos=1368.800, 3.010, 2915.690; angle = 0; size = 0.750
tree: Dream Tree 1_LOD2.bin; pos=1361.090, 2.720, 2888.660; angle = 0; size = 1.050
tree: Dream Tree 1_LOD2.bin; pos=1371.600, 2.860, 2924.630; angle = 0; size = 0.900
tree: Dream Tree 1_LOD2.bin; pos=1450.130, 5.430, 2760.240; angle = 7; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=1458.110, 5.890, 2760.240; angle = 44; size = 1.130
tree: Dream Tree 1_LOD2.bin; pos=1466.080, 5.680, 2760.240; angle = 0; size = 1.040
tree: Dream Tree 1_LOD2.bin; pos=1474.060, 5.430, 2760.240; angle = 0; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=1482.040, 5.930, 2760.240; angle = 0; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1490.010, 5.680, 2760.240; angle = 41; size = 1.160
tree: Dream Tree 1_LOD2.bin; pos=1497.990, 5.930, 2760.240; angle = 4; size = 0.840
tree: Dream Tree 1_LOD2.bin; pos=1505.960, 5.680, 2760.240; angle = 29; size = 1.020
tree: Dream Tree 1_LOD2.bin; pos=1513.940, 5.430, 2760.240; angle = 0; size = 1.000
tree: Dream Tree 1_LOD2.bin; pos=1533.560, 5.680, 2760.240; angle = 0; size = 0.730
tree: Dream Tree 1_LOD2.bin; pos=1549.520, 5.430, 2760.240; angle = 0; size = 1.210
tree: Dream Tree 1_LOD2.bin; pos=1349.550, 6.660, 2791.820; angle = 44; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=1351.300, 7.210, 2802.080; angle = 8; size = 0.990
tree: Dream Tree 1_LOD2.bin; pos=1352.940, 6.910, 2812.240; angle = 0; size = 1.110
tree: Dream Tree 1_LOD2.bin; pos=1354.690, 7.660, 2822.400; angle = 33; size = 0.970
tree: Dream Tree 1_LOD2.bin; pos=1360.240, 6.660, 2834.460; angle = 27; size = 0.990
tree: Dream Tree 1_LOD2.bin; pos=1368.710, 5.650, 2840.120; angle = 4; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1373.490, 5.650, 2845.470; angle = 0; size = 0.880
tree: Dream Tree 1_LOD2.bin; pos=1379.400, 5.150, 2782.870; angle = 14; size = 0.720
tree: Dream Tree 1_LOD2.bin; pos=1394.660, 5.150, 2781.770; angle = 25; size = 0.720
tree: Dream Tree 1_LOD2.bin; pos=1401.180, 5.150, 2784.720; angle = 0; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1425.560, 5.900, 2821.040; angle = 0; size = 1.130
tree: Dream Tree 1_LOD2.bin; pos=1382.710, 5.900, 2844.710; angle = 0; size = 1.220
tree: Dream Tree 1_LOD2.bin; pos=1397.430, 5.900, 2840.170; angle = 11; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=1413.870, 5.900, 2837.230; angle = 27; size = 0.900
tree: Dream Tree 1_LOD2.bin; pos=1405.530, 6.400, 2836.980; angle = 0; size = 0.820
tree: Dream Tree 1_LOD2.bin; pos=1416.080, 6.400, 2774.320; angle = 0; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=1431.640, 7.910, 2814.830; angle = 4; size = 1.290
tree: Dream Tree 1_LOD2.bin; pos=1439.380, 7.910, 2801.330; angle = 0; size = 0.820
tree: Dream Tree 1_LOD2.bin; pos=1439.840, 7.910, 2773.700; angle = 22; size = 1.290
tree: Dream Tree 1_LOD2.bin; pos=1446.010, 7.160, 2788.140; angle = 0; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=1362.830, 6.660, 2856.520; angle = 1; size = 1.010
tree: Dream Tree 1_LOD2.bin; pos=1371.450, 9.090, 2853.330; angle = 44; size = 1.210
tree: Dream Tree 1_LOD2.bin; pos=1367.490, 8.490, 2863.450; angle = 0; size = 0.880
tree: Dream Tree 1_LOD2.bin; pos=1378.110, 7.930, 2865.350; angle = 27; size = 1.100
tree: Dream Tree 1_LOD2.bin; pos=1358.020, 5.900, 2841.920; angle = 41; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1380.730, 6.660, 2851.610; angle = 30; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1385.350, 8.290, 2857.750; angle = 0; size = 0.990
tree: Dream Tree 1_LOD2.bin; pos=1394.340, 9.840, 2848.370; angle = 27; size = 0.810
tree: Dream Tree 1_LOD2.bin; pos=1432.000, 5.400, 2767.210; angle = 0; size = 0.870
tree: Dream Tree 1_LOD2.bin; pos=1442.340, 5.150, 2767.210; angle = 10; size = 0.960
tree: Dream Tree 1_LOD2.bin; pos=1391.390, 3.890, 2805.530; angle = 12; size = 1.140
tree: Dream Tree 1_LOD2.bin; pos=1402.360, 3.890, 2803.660; angle = 0; size = 0.820
tree: Dream Tree 1_LOD2.bin; pos=1403.450, 3.890, 2808.500; angle = 32; size = 1.280
tree: Dream Tree 1_LOD2.bin; pos=1392.690, 4.140, 2810.230; angle = 0; size = 0.800
tree: Dream Tree 1_LOD2.bin; pos=1396.490, 4.140, 2801.260; angle = 5; size = 1.060
tree: Dream Tree 1_LOD2.bin; pos=1399.120, 3.890, 2812.990; angle = 41; size = 0.940
tree: Dream Tree 1_LOD2.bin; pos=1397.940, 4.640, 2806.920; angle = 19; size = 1.190
tree: Dream Tree 1_LOD2.bin; pos=1424.550, 5.900, 2843.380; angle = 2; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1424.320, 5.650, 2831.540; angle = 10; size = 1.130
tree: Dream Tree 1_LOD2.bin; pos=1433.420, 6.660, 2843.380; angle = 0; size = 1.100
tree: Dream Tree 1_LOD2.bin; pos=1403.460, 7.800, 2856.300; angle = 35; size = 1.260
tree: Dream Tree 1_LOD2.bin; pos=1333.900, 5.180, 2799.630; angle = 0; size = 1.030
tree: Dream Tree 1_LOD2.bin; pos=1336.360, 5.330, 2808.490; angle = 0; size = 0.720
tree: Dream Tree 1_LOD2.bin; pos=1338.810, 5.030, 2817.350; angle = 39; size = 0.800
tree: Dream Tree 1_LOD2.bin; pos=1341.260, 5.180, 2826.220; angle = 5; size = 1.140
tree: Dream Tree 1_LOD2.bin; pos=1343.720, 5.190, 2835.080; angle = 0; size = 1.270
tree: Dream Tree 1_LOD2.bin; pos=1346.170, 5.040, 2843.950; angle = 0; size = 1.060
tree: Dream Tree 1_LOD2.bin; pos=1348.630, 5.330, 2852.810; angle = 0; size = 0.710
tree: Dream Tree 1_LOD2.bin; pos=1351.080, 3.010, 2861.680; angle = 0; size = 1.190
tree: Dream Tree 1_LOD2.bin; pos=1353.540, 5.190, 2870.540; angle = 18; size = 0.770
tree: Dream Tree 1_LOD2.bin; pos=1565.470, 5.430, 2733.770; angle = 14; size = 1.080
tree: Dream Tree 1_LOD2.bin; pos=1581.420, 3.380, 2760.240; angle = 24; size = 1.260
tree: Dream Tree 1_LOD2.bin; pos=1565.470, 5.680, 2760.240; angle = 0; size = 1.200
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.780, 608.530; angle = 0; size = 0.840
tree: Dream Tree 1_LOD2.bin; pos=977.640, 3.940, 633.790; angle = 0; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.530, 661.630; angle = 16; size = 1.080
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.430, 901.960; angle = 0; size = 0.890
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.780, 929.800; angle = 0; size = 0.860
tree: Dream Tree 1_LOD2.bin; pos=977.640, 3.940, 955.060; angle = 0; size = 1.300
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.530, 982.910; angle = 24; size = 0.910
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.440, 744.240; angle = 0; size = 1.150
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.790, 772.080; angle = 14; size = 1.260
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.290, 797.260; angle = 0; size = 0.780
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.480, 825.100; angle = 20; size = 0.920
tree: Dream Tree 1_LOD2.bin; pos=977.630, 3.780, 848.930; angle = 1; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.450, 876.780; angle = 0; size = 0.730
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.450, 686.810; angle = 14; size = 0.960
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.580, 714.650; angle = 0; size = 0.860
tree: Dream Tree 1_LOD2.bin; pos=977.460, 4.120, 483.110; angle = 0; size = 0.760
tree: Dream Tree 1_LOD2.bin; pos=977.460, 3.580, 508.370; angle = 25; size = 0.750
tree: Dream Tree 1_LOD2.bin; pos=977.460, 3.970, 536.220; angle = 0; size = 1.180
tree: Dream Tree 1_LOD2.bin; pos=977.460, 3.810, 561.390; angle = 41; size = 1.000
tree: Dream Tree 1_LOD2.bin; pos=976.490, 3.580, 589.230; angle = 37; size = 0.720
tree: Dream Tree 1_LOD2.bin; pos=978.610, 6.390, 298.320; angle = 36; size = 0.820
tree: Dream Tree 1_LOD2.bin; pos=978.610, 4.220, 326.160; angle = 31; size = 1.080
tree: Dream Tree 1_LOD2.bin; pos=978.610, 3.820, 351.330; angle = 0; size = 1.070
tree: Dream Tree 1_LOD2.bin; pos=978.610, 3.910, 379.170; angle = 25; size = 0.970
tree: Dream Tree 1_LOD2.bin; pos=978.610, 3.450, 403.010; angle = 0; size = 1.200
tree: Dream Tree 1_LOD2.bin; pos=978.610, 3.780, 430.860; angle = 38; size = 0.880
tree: Dream Tree 1_LOD2.bin; pos=978.610, 3.910, 456.040; angle = 0; size = 0.920
tree: Dream Tree 1_LOD2.bin; pos=1149.380, 4.530, 300.150; angle = 13; size = 0.820
tree: Dream Tree 1_LOD2.bin; pos=1152.960, 3.880, 293.530; angle = 0; size = 1.050
tree: Dream Tree 1_LOD2.bin; pos=1141.530, 3.880, 293.530; angle = 13; size = 1.290
tree: Dream Tree 1_LOD2.bin; pos=1142.070, 4.530, 327.630; angle = 0; size = 1.220
tree: Dream Tree 1_LOD2.bin; pos=1144.740, 4.530, 352.550; angle = 38; size = 0.940
tree: Dream Tree 1_LOD2.bin; pos=1147.360, 4.150, 401.270; angle = 0; size = 0.800
tree: Dream Tree 1_LOD2.bin; pos=1151.030, 4.010, 405.320; angle = 15; size = 0.870
tree: Dream Tree 1_LOD2.bin; pos=981.290, 5.740, 1267.870; angle = 38; size = 0.860
tree: Dream Tree 1_LOD2.bin; pos=976.200, 4.790, 1091.030; angle = 34; size = 0.880
tree: Dream Tree 1_LOD2.bin; pos=976.200, 4.290, 1116.210; angle = 0; size = 1.170
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.440, 1063.510; angle = 0; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.450, 1008.080; angle = 15; size = 1.300
tree: Dream Tree 1_LOD2.bin; pos=977.640, 4.630, 1035.920; angle = 43; size = 0.740
tree: Dream Tree 1_LOD2.bin; pos=1274.890, 2.990, 2958.600; angle = 0; size = 0.740
tree: Dream Tree 1_LOD2.bin; pos=1301.300, 2.230, 3015.600; angle = 0; size = 0.910
tree: Dream Tree 1_LOD2.bin; pos=1296.310, 3.230, 3010.500; angle = 0; size = 0.730
tree: Dream Tree 1_LOD2.bin; pos=1318.940, 1.720, 3060.040; angle = 42; size = 1.120
tree: Dream Tree 1_LOD2.bin; pos=1318.620, 2.730, 3055.370; angle = 0; size = 1.260
tree: Dream Tree 1_LOD2.bin; pos=1312.020, 3.740, 3042.990; angle = 0; size = 1.240
tree: Dream Tree 1_LOD2.bin; pos=1306.390, 2.730, 3045.940; angle = 0; size = 1.230
